rank,list_name,entry_id,attestation_status,phase7_status,beginner_flag,beginner_rationale,display_form,ehn_spoken_form,msn_headword,current_msn_headword,gloss_en,gloss_es,part_of_speech,semantic_domain,register,variety,pedagogical_score,source_file,source_reference,source_confidence,rule_trace
201,core_ehn_500,kw::cafe::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cafe,cafe,kafe,cafe,coffee,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cafe::sense-1,0.95,hard c > k
202,core_ehn_500,kw::komalli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,komalli,komalli,komalli,komalli,a pan used to grill tortillas,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::komalli::sense-2,0.95,identity
203,core_ehn_500,kw::lalax::4,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,lalax,lalax,lalax,lalax,orange (fruit),,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::lalax::sense-4,0.95,identity
204,core_ehn_500,kw::milli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,milli,milli,milli,milli,Cultivated field; milpa,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::milli::sense-3,0.95,identity
205,core_ehn_500,kw::pantzi::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,pantzi,pantzi,pantsi,pantzi,bread,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pantzi::sense-1,0.95,z > s
206,core_ehn_500,kw::tamalli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tamalli,tamalli,tamalli,tamalli,tamale,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tamalli::sense-3,0.95,identity
207,core_ehn_500,kw::tixtli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tixtli,tixtli,tixtli,tixtli,dough (food),,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tixtli::sense-1,0.95,identity
208,core_ehn_500,kw::tlanextilihcayotl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlanextilihcayotl,tlanextilihcayotl,tlanextilihkayotl,tlanextilihcayotl,"sign, wonder, miracle",,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlanextilihcayotl::sense-1,0.95,hard c > k
209,core_ehn_500,kw::ax-cualli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ax cualli,ax cualli,ax kualli,ax cualli,bad,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,109,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ax cualli::sense-1,0.95,hard c > k
210,core_ehn_500,kw::acahya::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,acahya,acahya,akahya,acahya,companion,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::acahya::sense-1,0.95,hard c > k
211,core_ehn_500,kw::awiyak::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,awiyak,awiyak,awiyak,awiyak,tasty,,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::awiyak::sense-1,0.95,identity
212,core_ehn_500,kw::chilcoz::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chilcoz,chilcoz,chilkos,chilcoz,orange,,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chilcoz::sense-1,0.95,z > s; hard c > k
213,core_ehn_500,kw::ihnaloc::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ihnaloc,ihnaloc,ihnalok,ihnaloc,morning,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ihnaloc::sense-1,0.95,hard c > k
214,core_ehn_500,kw::ihnalpa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ihnalpa,ihnalpa,ihnalpa,ihnalpa,morning,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ihnalpa::sense-1,0.95,identity
215,core_ehn_500,kw::inana::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,inana,inana,inana,inana,"his, her, its mother",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::inana::sense-1,0.95,identity
216,core_ehn_500,kw::ipohual::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ipohual,ipohual,ipowal,ipohual,season,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ipohual::sense-1,0.95,hu> w before vowel
217,core_ehn_500,kw::itata::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,itata,itata,itata,itata,"his, her, its father",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::itata::sense-1,0.95,identity
218,core_ehn_500,kw::ixhui::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ixhui,ixhui,ixwi,ixhui,grandson,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ixhui::sense-2,0.95,hu> w before vowel
219,core_ehn_500,kw::konetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,konetl,konetl,konetl,konetl,son,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::konetl::sense-1,0.95,identity
220,core_ehn_500,kw::mayana::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mayana,mayana,mayana,mayana,hungry,,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mayana::sense-3,0.95,identity
221,core_ehn_500,kw::metztli::8,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,metztli,metztli,metstli,metztli,month,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::metztli::sense-8,0.95,z > s
222,core_ehn_500,kw::mexikatl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mexikatl,mexikatl,mexikatl,mexikatl,"Mexican, Nahuan people",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mexikatl::sense-2,0.95,identity
223,core_ehn_500,kw::sehco::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,sehco,sehco,sehko,sehco,people,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::sehco::sense-1,0.95,hard c > k
224,core_ehn_500,kw::tlayohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlayohua,tlayohua,tlayowa,tlayohua,night,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlayohua::sense-1,0.95,hu> w before vowel
225,core_ehn_500,kw::huicatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huicatl,huicatl,wikatl,huicatl,song,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huicatl::sense-1,0.95,hu> w before vowel; hard c > k
226,core_ehn_500,kw::xopan::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,xopan,xopan,xopan,xopan,spring (season),,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::xopan::sense-3,0.95,identity
227,core_ehn_500,kw::achakalin::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,achakalin,achakalin,achakalin,achakalin,shrimp,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::achakalin::sense-1,0.95,identity
228,core_ehn_500,kw::ahuacacuahuitl::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ahuacacuahuitl,ahuacacuahuitl,awakakuawitl,ahuacacuahuitl,avocado tree,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ahuacacuahuitl::sense-3,0.95,hu> w before vowel; hard c > k
